iter	Passed	Remaining
616	46999	13664272
617	47078	13665141
618	47150	13663784
619	47229	13664440
620	47310	13665802
621	47387	13665924
622	47460	13664912
623	47542	13666719
624	47621	13667513
625	47703	13668854
626	47781	13669499
627	47861	13670499
628	47948	13673413
629	48026	13673962
630	48110	13675920
631	48200	13679748
632	48281	13680969
633	48356	13680620
634	48443	13683519
635	48525	13685236
636	48593	13682590
637	48672	13683245
638	48760	13686463
639	48832	13685232
640	48913	13686563
641	48994	13687754
642	49080	13690321
643	49158	13690656
644	49241	13692678
645	49330	13695901
646	49411	13697191
647	49494	13698956
648	49573	13699608
649	49654	13700850
650	49731	13700872
651	49816	13703294
652	49890	13702485
653	49965	13702087
654	50047	13703565
655	50128	13704567
656	50208	13705503
657	50297	13708800
658	50376	13709442
659	50454	13709812
660	50535	13710995
661	50611	13710753
662	50690	13711492
663	50765	13711026
664	50853	13714053
665	50926	13713120
666	50997	13711432
667	51066	13709293
668	51144	13709616
669	51222	13709949
670	51300	13710290
671	51367	13707912
672	51435	13705576
673	51509	13704867
674	51582	13703631
675	51652	13701902
676	51719	13699486
677	51788	13697439
678	51859	13695745
679	51932	13694774
680	52005	13693899
681	52073	13691727
682	52144	13690094
683	52219	13689821
684	52297	13690239
685	52377	13690902
686	52466	13694311
687	52536	13692508
688	52610	13691674
689	52690	13692626
690	52773	13694289
691	52855	13695658
692	52929	13695095
693	52999	13693255
694	53070	13691819
695	53139	13689753
696	53216	13689797
697	53286	13688279
698	53353	13685747
699	53428	13685216
700	53505	13685532
701	53582	13685580
702	53662	13686457
703	53735	13685353
704	53823	13688355
705	53894	13686924
706	53970	13686808
707	54045	13686365
708	54121	13686063
709	54192	13684683
710	54262	13683041
711	54335	13682132
712	54413	13682582
713	54491	13682924
714	54562	13681424
715	54646	13683314
716	54729	13684802
717	54806	13684922
718	54880	13684400
719	54961	13685527
720	55040	13686052
721	55118	13686425
722	55190	13685264
723	55259	13683406
724	55330	13681921
725	55403	13681045
726	55474	13679587
727	55543	13677645
728	55613	13676174
729	55686	13675235
730	55756	13673678
731	55831	13673227
732	55905	13672550
733	55977	13671591
734	56049	13670282
735	56121	13669242
736	56197	13669190
737	56270	13668194
738	56337	13666040
739	56406	13663986
740	56476	13662620
741	56552	13662477
742	56619	13660148
743	56698	13660604
744	56775	13660729
745	56855	13661693
746	56936	13662674
747	57015	13663386
748	57092	13663360
749	57170	13663759
750	57249	13664432
751	57319	13662844
752	57388	13660927
753	57454	13658369
754	57523	13656611
755	57597	13656072
756	57667	13654441
757	57735	13652453
758	57809	13651944
759	57878	13650206
760	57944	13647813
761	58010	13645250
762	58080	13643832
763	58150	13642121
764	58216	13639748
765	58287	13638606
766	58359	13637386
767	58430	13636293
768	58497	13633991
769	58564	13631790
770	58630	13629456
771	58708	13629735
772	58784	13629794
773	58864	13630656
774	58941	13630693
775	59020	13631395
776	59097	13631501
777	59175	13631777
778	59257	13633166
779	59339	13634296
780	59414	13633974
781	59483	13632408
782	59551	13630441
783	59619	13628511
784	59686	13626329
785	59761	13626035
786	59833	13625083
787	59903	13623593
788	59977	13623090
789	60049	13622061
790	60117	13620326
791	60191	13619636
792	60263	13618696
793	60334	13617616
794	60407	13616721
795	60474	13614680
796	60541	13612547
797	60612	13611439
798	60685	13610617
799	60757	13609585
800	60827	13608212
801	60901	13607805
802	60982	13608898
803	61064	13610158
804	61140	13610060
805	61217	13610260
806	61293	13610215
807	61370	13610230
808	61444	13609794
809	61518	13609293
810	61595	13609443
811	61666	13608196
812	61734	13606406
813	61803	13604793
814	61872	13603311
815	61942	13601844
816	62011	13600342
817	62083	13599422
818	62154	13598069
819	62230	13598141
820	62309	13598810
821	62387	13599197
822	62466	13599716
823	62543	13599853
824	62616	13599196
825	62687	13598020
826	62758	13596815
827	62827	13595361
828	62897	13593898
829	62969	13593009
830	63049	13593982
831	63132	13595342
832	63206	13594937
833	63283	13594987
834	63359	13595017
835	63443	13596740
836	63523	13597487
837	63600	13597610
838	63680	13598443
839	63756	13598418
840	63835	13598970
841	63906	13597913
842	63978	13596932
843	64053	13596560
844	64124	13595492
845	64192	13593743
846	64260	13592004
847	64332	13591195
848	64404	13590180
849	64473	13588796
850	64544	13587681
851	64617	13586910
852	64688	13585935
853	64756	13584122
854	64827	13583042
855	64896	13581597
856	64966	13580375
857	65041	13580007
858	65111	13578797
859	65183	13577844
860	65251	13576157
861	65319	13574547
862	65391	13573568
863	65464	13572912
864	65537	13572413
865	65608	13571224
866	65681	13570624
867	65755	13570237
868	65828	13569553
869	65903	13569374
870	65980	13569521
871	66049	13568058
872	66117	13566399
873	66189	13565450
874	66264	13565188
875	66336	13564478
876	66410	13564003
877	66486	13563949
878	66553	13562198
879	66620	13560401
880	66694	13559807
881	66767	13559156
882	66841	13558812
883	66909	13557204
884	66978	13555864
885	67052	13555325
886	67120	13553713
887	67187	13551985
888	67258	13550944
889	67327	13549425
890	67399	13548735
891	67468	13547240
892	67541	13546680
893	67608	13544801
894	67673	13542721
895	67740	13540851
896	67810	13539615
897	67880	13538459
898	67946	13536483
899	68018	13535646
900	68088	13534455
901	68161	13533946
902	68227	13532032
903	68295	13530316
904	68365	13529159
905	68434	13527896
906	68501	13526105
907	68568	13524303
908	68640	13523521
909	68716	13523618
910	68792	13523490
911	68861	13522264
912	68933	13521547
913	69006	13520858
914	69075	13519619
915	69146	13518675
916	69215	13517265
917	69287	13516514
918	69358	13515597
919	69432	13515125
920	69502	13513991
921	69576	13513617
922	69647	13512798
923	69719	13511996
924	69797	13512361
925	69878	13513398
926	69945	13511671
927	70019	13511442
928	70094	13511214
929	70161	13509577
930	70232	13508566
931	70305	13507988
932	70372	13506333
933	70443	13505351
934	70518	13505246
935	70588	13504127
936	70663	13503930
937	70729	13502139
938	70803	13501708
939	70871	13500206
940	70946	13500075
941	71019	13499516
942	71093	13499202
943	71165	13498535
944	71233	13497123
945	71305	13496291
946	71374	13495121
947	71449	13494960
948	71522	13494301
949	71589	13492784
950	71657	13491279
951	71731	13490885
952	71803	13490207
953	71870	13488670
954	71939	13487367
955	72008	13486121
956	72079	13485286
957	72151	13484447
958	72222	13483678
959	72291	13482332
960	72365	13482134
961	72430	13480079
962	72500	13478904
963	72567	13477441
964	72638	13476424
965	72705	13474879
966	72782	13475093
967	72857	13475007
968	72930	13474588
969	72996	13472712
970	73061	13470773
971	73130	13469485
972	73200	13468518
973	73272	13467897
974	73341	13466543
975	73411	13465566
976	73480	13464441
977	73547	13462893
978	73617	13461760
979	73684	13460231
980	73753	13459083
981	73824	13458206
982	73894	13457232
983	73965	13456271
984	74032	13454732
985	74102	13453761
986	74172	13452639
987	74240	13451284
988	74309	13450143
989	74380	13449406
990	74450	13448287
991	74517	13446822
992	74585	13445420
993	74652	13443954
994	74721	13442678
995	74791	13441717
996	74861	13440810
997	74928	13439208
998	74994	13437516
999	75063	13436285
1000	75131	13435065
1001	75201	13434043
1002	75274	13433625
1003	75341	13432088
1004	75411	13431158
1005	75482	13430376
1006	75552	13429282
1007	75620	13428065
1008	75693	13427652
1009	75760	13426067
1010	75830	13425072
1011	75902	13424552
1012	75968	13422955
1013	76038	13421849
1014	76104	13420179
1015	76178	13420026
1016	76250	13419404
1017	76321	13418584
1018	76390	13417512
1019	76460	13416631
1020	76534	13416389
1021	76608	13416047
1022	76678	13415070
1023	76753	13415096
1024	76821	13413771
1025	76890	13412621
1026	76963	13412291
1027	77035	13411711
1028	77109	13411390
1029	77176	13409990
1030	77248	13409340
1031	77320	13408789
1032	77392	13408241
1033	77462	13407289
1034	77531	13406189
1035	77601	13405288
1036	77674	13404948
1037	77745	13404193
1038	77816	13403343
1039	77891	13403387
1040	77962	13402635
1041	78038	13402765
1042	78111	13402347
1043	78183	13401697
1044	78259	13401779
1045	78330	13401075
1046	78403	13400671
1047	78475	13400156
1048	78545	13399213
1049	78619	13399025
1050	78693	13398853
1051	78763	13397808
1052	78833	13397014
1053	78908	13397010
1054	78981	13396563
1055	79052	13395777
1056	79126	13395604
1057	79199	13395157
1058	79273	13394894
1059	79345	13394419
1060	79420	13394333
1061	79491	13393634
1062	79560	13392633
1063	79632	13392033
1064	79711	13392728
1065	79793	13393801
1066	79869	13393876
1067	79940	13393146
1068	80011	13392461
1069	80079	13391286
1070	80151	13390692
1071	80225	13390409
1072	80298	13390061
1073	80369	13389389
1074	80440	13388647
1075	80511	13387887
1076	80580	13386905
1077	80647	13385591
1078	80719	13385023
1079	80791	13384505
1080	80859	13383243
1081	80929	13382316
1082	80996	13381095
1083	81067	13380381
1084	81137	13379482
1085	81211	13379204
1086	81283	13378644
1087	81357	13378589
1088	81425	13377287
1089	81496	13376574
1090	81563	13375274
1091	81630	13373938
1092	81701	13373296
1093	81774	13372853
1094	81844	13371973
1095	81914	13371219
1096	81981	13369896
1097	82056	13369885
1098	82127	13369135
1099	82195	13367934
1100	82266	13367282
1101	82341	13367257
1102	82409	13366047
1103	82480	13365463
1104	82549	13364348
1105	82619	13363595
1106	82689	13362787
1107	82757	13361550
1108	82828	13360938
1109	82895	13359664
1110	82964	13358568
1111	83034	13357782
1112	83104	13356975
1113	83175	13356283
1114	83246	13355606
1115	83317	13355002
1116	83389	13354415
1117	83456	13353264
1118	83526	13352442
1119	83595	13351469
1120	83665	13350629
1121	83735	13349784
1122	83810	13349689
1123	83877	13348451
1124	83947	13347673
1125	84014	13346332
1126	84081	13345060
1127	84152	13344442
1128	84225	13344078
1129	84297	13343650
1130	84368	13342923
1131	84442	13342734
1132	84512	13341936
1133	84586	13341765
1134	84657	13341171
1135	84727	13340473
1136	84796	13339497
1137	84868	13339011
1138	84938	13338168
1139	85012	13338080
1140	85084	13337543
1141	85155	13336883
1142	85222	13335706
1143	85293	13334969
1144	85360	13333700
1145	85430	13332897
1146	85502	13332423
1147	85575	13332179
1148	85647	13331733
1149	85715	13330595
1150	85787	13330219
1151	85856	13329190
1152	85924	13328137
1153	85994	13327338
1154	86061	13326048
1155	86132	13325555
1156	86204	13325018
1157	86275	13324454
1158	86345	13323722
1159	86415	13322870
1160	86483	13321831
1161	86554	13321270
1162	86626	13320777
1163	86698	13320254
1164	86767	13319305
1165	86838	13318817
1166	86908	13318033
1167	86980	13317492
1168	87050	13316756
1169	87120	13315978
1170	87189	13315151
1171	87257	13314043
1172	87327	13313385
1173	87396	13312391
1174	87471	13312383
1175	87545	13312247
1176	87618	13311994
1177	87693	13311983
1178	87766	13311712
1179	87836	13310974
1180	87905	13310045
1181	87975	13309288
1182	88042	13308137
1183	88112	13307424
1184	88185	13307133
1185	88255	13306371
1186	88326	13305819
1187	88395	13304870
1188	88464	13303914
1189	88534	13303232
1190	88606	13302741
1191	88680	13302626
1192	88754	13302495
1193	88822	13301492
1194	88893	13300958
1195	88962	13300090
1196	89031	13299157
1197	89105	13299098
1198	89175	13298357
1199	89249	13298176
1200	89326	13298434
1201	89395	13297628
1202	89471	13297840
1203	89544	13297477
1204	89612	13296535
1205	89682	13295707
1206	89755	13295416
1207	89830	13295485
1208	89901	13294942
1209	89973	13294558
1210	90041	13293563
1211	90109	13292499
1212	90178	13291698
1213	90247	13290788
1214	90318	13290254
1215	90388	13289432
1216	90457	13288644
1217	90531	13288520
1218	90608	13288778
1219	90678	13288122
1220	90749	13287560
1221	90825	13287750
1222	90893	13286747
1223	90960	13285562
1224	91030	13284902
1225	91101	13284275
1226	91170	13283524
1227	91244	13283329
1228	91317	13283160
1229	91386	13282280
1230	91455	13281432
1231	91527	13280985
1232	91597	13280319
1233	91667	13279664
1234	91736	13278829
1235	91807	13278191
1236	91880	13278025
1237	91949	13277154
1238	92019	13276486
1239	92090	13275868
1240	92165	13275888
1241	92232	13274786
1242	92302	13274117
1243	92372	13273356
1244	92441	13272622
1245	92515	13272507
1246	92586	13271918
1247	92656	13271283
1248	92732	13271388
1249	92803	13270930
1250	92877	13270741
1251	92949	13270361
1252	93025	13270524
1253	93099	13270532
1254	93171	13270102
1255	93247	13270179
1256	93317	13269599
1257	93386	13268726
1258	93453	13267719
1259	93529	13267798
1260	93602	13267514
1261	93673	13267060
1262	93751	13267478
1263	93827	13267696
1264	93895	13266780
1265	93965	13266022
1266	94034	13265213
1267	94110	13265454
1268	94187	13265796
1269	94262	13265835
1270	94334	13265432
1271	94405	13264839
1272	94479	13264692
1273	94549	13264043
1274	94617	13263099
1275	94687	13262469
1276	94760	13262308
1277	94834	13262151
1278	94907	13261868
1279	94978	13261373
1280	95049	13260827
1281	95119	13260228
1282	95188	13259370
1283	95255	13258345
1284	95325	13257709
1285	95398	13257372
1286	95469	13256960
1287	95542	13256734
1288	95613	13256116
1289	95681	13255175
1290	95751	13254607
1291	95819	13253652
1292	95890	13253130
1293	95960	13252533
1294	96029	13251709
1295	96101	13251325
1296	96168	13250335
1297	96240	13249896
1298	96314	13249802
1299	96387	13249557
1300	96458	13249010
1301	96528	13248460
1302	96597	13247697
1303	96670	13247446
1304	96739	13246664
1305	96810	13246203
1306	96881	13245653
1307	96954	13245370
1308	97024	13244721
1309	97094	13244169
1310	97164	13243450
1311	97236	13243161
1312	97308	13242733
1313	97379	13242342
1314	97453	13242143
1315	97524	13241690
1316	97596	13241335
1317	97668	13240937
1318	97736	13240117
1319	97809	13239815
1320	97880	13239341
1321	97950	13238790
1322	98018	13237805
1323	98089	13237381
1324	98160	13236875
1325	98232	13236537
1326	98304	13236128
1327	98374	13235580
1328	98443	13234807
1329	98514	13234328
1330	98584	13233658
1331	98655	13233204
1332	98729	13233019
1333	98800	13232603
1334	98873	13232328
1335	98943	13231748
1336	99011	13230895
1337	99082	13230400
1338	99154	13230015
1339	99223	13229267
1340	99289	13228170
1341	99357	13227262
1342	99428	13226827
1343	99497	13226027
1344	99569	13225685
1345	99641	13225355
1346	99715	13225338
1347	99787	13225017
1348	99857	13224348
1349	99929	13223971
1350	100002	13223757
1351	100073	13223353
1352	100142	13222631
1353	100214	13222247
1354	100288	13222113
1355	100356	13221332
1356	100426	13220693
1357	100498	13220321
1358	100568	13219769
1359	100638	13219190
1360	100711	13218981
1361	100785	13218843
1362	100860	13218899
1363	100932	13218608
1364	101003	13218198
1365	101073	13217515
1366	101144	13217072
1367	101214	13216532
1368	101287	13216317
1369	101355	13215457
1370	101426	13214918
1371	101500	13214943
1372	101569	13214224
1373	101638	13213383
1374	101706	13212629
1375	101778	13212280
1376	101849	13211845
1377	101917	13211014
1378	101987	13210412
1379	102062	13210450
1380	102136	13210402
1381	102207	13209881
1382	102278	13209424
1383	102349	13209057
1384	102422	13208831
1385	102494	13208481
1386	102565	13208069
1387	102636	13207555
1388	102710	13207527
1389	102780	13206866
1390	102847	13205954
1391	102920	13205790
1392	102992	13205479
1393	103066	13205411
1394	103135	13204705
1395	103207	13204315
1396	103281	13204345
1397	103354	13204126
1398	103426	13203800
1399	103498	13203469
1400	103571	13203296
1401	103646	13203341
1402	103718	13202963
1403	103786	13202120
1404	103856	13201628
1405	103924	13200827
1406	103994	13200228
1407	104065	13199767
1408	104137	13199412
1409	104211	13199384
1410	104281	13198776
1411	104351	13198280
1412	104423	13197876
1413	104493	13197351
1414	104564	13196969
1415	104637	13196707
1416	104709	13196364
1417	104779	13195807
1418	104848	13195170
1419	104918	13194567
1420	104990	13194252
1421	105061	13193809
1422	105132	13193424
1423	105200	13192584
1424	105273	13192494
1425	105346	13192221
1426	105417	13191832
1427	105488	13191332
1428	105561	13191210
1429	105632	13190817
1430	105703	13190345
1431	105773	13189739
1432	105845	13189500
1433	105914	13188826
1434	105989	13188890
1435	106061	13188529
1436	106134	13188430
1437	106207	13188177
1438	106280	13187966
1439	106351	13187549
1440	106421	13187057
1441	106490	13186421
1442	106560	13185842
1443	106633	13185637
1444	106705	13185304
1445	106779	13185233
1446	106856	13185591
1447	106928	13185304
1448	107005	13185628
1449	107077	13185241
1450	107149	13185057
1451	107218	13184295
1452	107285	13183410
1453	107356	13182967
1454	107425	13182308
1455	107496	13181850
1456	107566	13181360
1457	107634	13180596
1458	107706	13180230
1459	107777	13179866
1460	107844	13179007
1461	107914	13178443
1462	107982	13177686
1463	108054	13177370
1464	108125	13176949
1465	108197	13176647
1466	108268	13176245
1467	108339	13175760
1468	108409	13175311
1469	108479	13174767
1470	108551	13174460
1471	108622	13173997
1472	108692	13173479
1473	108763	13173048
1474	108836	13172908
1475	108906	13172392
1476	108975	13171685
1477	109048	13171502
1478	109119	13171195
1479	109189	13170642
1480	109259	13170095
1481	109327	13169343
1482	109397	13168790
1483	109464	13167948
1484	109531	13167066
1485	109603	13166767
1486	109674	13166274
1487	109746	13166049
1488	109817	13165621
1489	109889	13165295
1490	109956	13164483
1491	110028	13164172
1492	110099	13163782
1493	110170	13163360
1494	110238	13162656
1495	110309	13162221
1496	110381	13161915
1497	110450	13161267
