iter	RMSE
271	1.737819726
272	1.73695917
273	1.735409861
274	1.734443327
275	1.733621355
276	1.732938758
277	1.731657733
278	1.730865858
279	1.730213722
280	1.729426303
281	1.727868571
282	1.727114508
283	1.726358215
284	1.725764118
285	1.724283458
286	1.723158887
287	1.721742107
288	1.721106269
289	1.719910543
290	1.718813074
291	1.717647471
292	1.716524923
293	1.715995849
294	1.715182658
295	1.714071954
296	1.713147993
297	1.71187295
298	1.710517734
299	1.710026454
300	1.708648594
301	1.707649272
302	1.706939048
303	1.706391445
304	1.705374127
305	1.704087258
306	1.703375549
307	1.702866795
308	1.702056736
309	1.701490675
310	1.700844402
311	1.699929218
312	1.6989583
313	1.698464496
314	1.697476808
315	1.696988666
316	1.696231484
317	1.695701883
318	1.694710414
319	1.694269947
320	1.693863233
321	1.693006056
322	1.692512278
323	1.691589941
324	1.69098016
325	1.690108579
326	1.689288518
327	1.688857351
328	1.68758976
329	1.687230463
330	1.686883585
331	1.686214026
332	1.685594101
333	1.685138389
334	1.684734605
335	1.684257233
336	1.683735734
337	1.682990017
338	1.682150172
339	1.681519112
340	1.681137524
341	1.679947734
342	1.679637058
343	1.679076643
344	1.678610929
345	1.677633539
346	1.676309836
347	1.675610893
348	1.675255734
349	1.67396543
350	1.672923757
351	1.672133679
352	1.67156593
353	1.67094432
354	1.670642325
355	1.669879984
356	1.669219567
357	1.667989566
358	1.667654663
359	1.667186594
360	1.666904555
361	1.665717193
362	1.664734742
363	1.663996403
364	1.663366584
365	1.6629556
366	1.662521551
367	1.662226041
368	1.661916121
369	1.660752371
370	1.660484987
371	1.6597435
372	1.65924198
373	1.65883411
374	1.658433393
375	1.657307273
376	1.657012153
377	1.656610275
378	1.655503874
379	1.655219605
380	1.654899961
381	1.65463746
382	1.654362838
383	1.653798007
384	1.652858939
385	1.652573734
386	1.652241544
387	1.651987407
388	1.650922413
389	1.650692045
390	1.650434778
391	1.649910543
392	1.648850117
393	1.648500108
394	1.64810629
395	1.647073616
396	1.646720574
397	1.646487988
398	1.645819634
399	1.645332179
400	1.645000159
401	1.644771863
402	1.644361311
403	1.644146714
404	1.64328847
405	1.64303313
406	1.642020819
407	1.641744571
408	1.640936088
409	1.640657112
410	1.640063736
411	1.639548495
412	1.639092901
413	1.638718179
414	1.638340518
415	1.637753102
416	1.637550572
417	1.637229604
418	1.637029074
419	1.636776038
420	1.636399326
421	1.635823369
422	1.634865646
423	1.634529613
424	1.634281544
425	1.634021389
426	1.633772755
427	1.633534674
428	1.633106016
429	1.63291941
430	1.631985752
431	1.631642911
432	1.631465278
433	1.630996576
434	1.630819848
435	1.630053338
436	1.629619982
437	1.629382637
438	1.628840334
439	1.628498724
440	1.628277213
441	1.627975364
442	1.627749262
443	1.627415242
444	1.626527265
445	1.626359283
446	1.625953559
447	1.625614706
448	1.625397145
449	1.625172458
450	1.62430223
451	1.623370414
452	1.623214661
453	1.622852997
454	1.62253813
455	1.622379172
456	1.622004204
457	1.621464769
458	1.621094558
459	1.62088326
460	1.620729599
461	1.620223059
462	1.619861587
463	1.619451043
464	1.619206312
465	1.618908669
466	1.618702245
467	1.618204532
468	1.617971903
469	1.617737519
470	1.617588231
471	1.61676324
472	1.616389307
473	1.616189944
474	1.616053617
475	1.615856365
476	1.615634167
477	1.615412984
478	1.614607757
479	1.614415933
480	1.614224886
481	1.614013428
482	1.613797753
483	1.613664058
484	1.613447042
485	1.613243371
486	1.612966632
487	1.612836567
488	1.612330323
489	1.612128915
490	1.611862101
491	1.611348023
492	1.611163895
493	1.610958083
494	1.610171622
495	1.609988347
496	1.609145929
497	1.608885726
498	1.608762315
499	1.608495437
500	1.608297444
501	1.607705915
502	1.607128522
503	1.606931041
504	1.60659127
505	1.606414457
506	1.606231805
507	1.605891763
508	1.605518208
509	1.605349328
510	1.605096439
511	1.604908186
512	1.604788991
513	1.603981034
514	1.603752045
515	1.603391447
516	1.603281256
517	1.60309186
518	1.602645878
519	1.602483954
520	1.602163842
521	1.601976052
522	1.601195424
523	1.601031428
524	1.600612638
525	1.600366953
526	1.600139124
527	1.599924437
528	1.599678708
529	1.599552286
530	1.598932464
531	1.598409687
532	1.597986041
533	1.597808649
534	1.597607838
535	1.597396296
536	1.596992553
537	1.596839769
538	1.596307275
539	1.595914034
540	1.595741832
541	1.5953621
542	1.594958901
543	1.59442765
544	1.594248428
545	1.5938563
546	1.593312576
547	1.593110325
548	1.592425499
549	1.592080572
550	1.591930002
551	1.591733883
552	1.591527995
553	1.590834176
554	1.590294483
555	1.59009266
556	1.589898066
557	1.589380637
558	1.589046561
559	1.588767173
560	1.58830321
561	1.588085357
562	1.587941108
563	1.587584497
564	1.587292449
565	1.587075836
566	1.586911822
567	1.586424755
568	1.586261928
569	1.586077645
570	1.585715349
571	1.585221517
572	1.584782049
573	1.584602301
574	1.58446357
575	1.584141825
576	1.583655099
577	1.583477231
578	1.583209482
579	1.583021139
580	1.582835223
581	1.582496687
582	1.582150286
583	1.581823419
584	1.581527164
585	1.581374583
586	1.581239593
587	1.580816314
588	1.580645424
589	1.580179139
590	1.579829713
591	1.579497519
592	1.579347323
593	1.578867557
594	1.578658921
595	1.578286102
596	1.578126089
597	1.57783752
598	1.577240935
599	1.576921625
600	1.576755609
601	1.576622368
602	1.57617634
603	1.576000215
604	1.575837445
605	1.575667845
606	1.57508868
607	1.574529572
608	1.574352442
609	1.574227775
610	1.57407455
611	1.573800905
612	1.573624767
613	1.573466365
614	1.573038151
615	1.57265831
616	1.572487797
617	1.572019599
618	1.571734147
619	1.571360698
620	1.57107905
621	1.570895961
622	1.570740512
623	1.570572956
624	1.570308768
625	1.570011226
626	1.569456264
627	1.569102422
628	1.568678911
629	1.568425307
630	1.567906055
631	1.567751705
632	1.567612878
633	1.567515203
634	1.567366777
635	1.566992985
636	1.56667641
637	1.566147246
638	1.565913677
639	1.5656367
640	1.565472727
641	1.565168485
642	1.564902432
643	1.564389446
644	1.563958747
645	1.563727585
646	1.563567735
647	1.563183176
648	1.563005459
649	1.562844581
650	1.562613572
651	1.562457299
652	1.562344602
653	1.562030395
654	1.561864769
655	1.561444134
656	1.56121381
657	1.561085419
658	1.560959885
659	1.560698975
660	1.560586724
661	1.560106415
662	1.559983478
663	1.559725209
664	1.559236919
665	1.558760339
666	1.558577589
667	1.558279913
668	1.558033359
669	1.557885115
670	1.557564454
671	1.557351751
672	1.557053329
673	1.556848219
674	1.55675632
675	1.556615043
676	1.556522236
677	1.556413644
678	1.556179381
679	1.555831146
680	1.555685184
681	1.555224649
682	1.5551191
683	1.554918338
684	1.554465827
685	1.554334065
686	1.554187898
687	1.553879656
688	1.553604502
689	1.553378647
690	1.553042588
691	1.552903599
692	1.552637621
693	1.552418094
694	1.552281611
695	1.552190465
696	1.551984008
697	1.551837812
698	1.551573702
699	1.551420739
700	1.551125215
701	1.550698396
702	1.550551823
703	1.550399464
704	1.550287943
705	1.550129208
706	1.549841328
707	1.549738556
708	1.549521891
709	1.549094631
710	1.54890997
711	1.548629953
712	1.548542702
713	1.548402153
714	1.547989356
715	1.547860062
716	1.547752725
717	1.547608957
718	1.547508477
719	1.54740555
720	1.547288544
721	1.547081433
722	1.546980919
723	1.54656485
724	1.546382588
725	1.546246794
726	1.546107129
727	1.546011825
728	1.545862749
729	1.545617559
730	1.545439239
731	1.545308444
732	1.545182207
733	1.5450687
734	1.54498009
735	1.544623537
736	1.544481151
737	1.544181723
738	1.543987782
739	1.543848621
740	1.543737271
741	1.543480599
742	1.543077504
743	1.54274223
744	1.542573889
745	1.542451102
746	1.542184805
747	1.542063405
748	1.541678254
749	1.541499091
750	1.541390666
751	1.541194116
752	1.541056574
753	1.540973669
754	1.540803199
755	1.540700146
756	1.540567659
757	1.540192656
758	1.54005425
759	1.539950372
760	1.539573928
761	1.539492105
762	1.539096298
763	1.538993196
764	1.538630862
765	1.538523658
766	1.538378768
767	1.538275941
768	1.538095864
769	1.537910206
770	1.53774903
771	1.53763103
772	1.537556864
773	1.53744467
774	1.537348894
775	1.537215147
776	1.53689632
777	1.536797858
778	1.536701977
779	1.536610037
780	1.536294838
781	1.536162488
782	1.535818325
783	1.535658224
784	1.535572049
785	1.535475962
786	1.535304623
787	1.535179441
788	1.535070635
789	1.534978662
790	1.534643109
791	1.534340012
792	1.53407451
793	1.533970746
794	1.533752048
795	1.53367374
796	1.53350745
797	1.533290307
798	1.533200886
799	1.533070474
800	1.532937911
801	1.532608723
802	1.532507519
803	1.532408905
804	1.532090246
805	1.531960907
806	1.531842332
807	1.531690319
808	1.531615995
809	1.531494731
810	1.531371445
811	1.530957304
812	1.530638927
813	1.530378564
814	1.530266883
815	1.529864596
816	1.529750082
817	1.529630036
818	1.529233042
819	1.52911302
820	1.528951957
821	1.528707306
822	1.528563697
823	1.528175795
824	1.527800158
825	1.527712759
826	1.527432696
827	1.527155121
828	1.527047697
829	1.526847216
830	1.526729286
831	1.526609327
832	1.526456077
833	1.526372769
834	1.526075
835	1.525972061
836	1.52588788
837	1.525521912
838	1.525434513
839	1.52533681
840	1.525238318
841	1.524876041
842	1.524716487
843	1.524617238
844	1.524537613
845	1.524303668
846	1.52415547
847	1.52392923
848	1.523849764
849	1.523706937
850	1.523629352
851	1.523386523
852	1.52330977
853	1.523085821
854	1.522735241
855	1.522397382
856	1.52228407
857	1.522184859
858	1.521921809
859	1.521693996
860	1.521593896
861	1.521316105
862	1.521220491
863	1.521123432
864	1.521029962
865	1.520927073
866	1.520833069
867	1.520728074
868	1.520464576
869	1.520344647
870	1.520250606
871	1.520154466
872	1.520051061
873	1.519897083
874	1.519672369
875	1.519536739
876	1.519416867
877	1.519329313
878	1.519231152
879	1.519113612
880	1.519020542
881	1.518915161
882	1.518811605
883	1.5186867
884	1.51857285
885	1.518468616
886	1.518355732
887	1.518272569
888	1.518173292
889	1.517960243
890	1.51784398
891	1.517738845
892	1.51765067
893	1.517392272
894	1.517261288
895	1.517056041
896	1.51695865
897	1.51685732
898	1.516652281
899	1.516570598
900	1.516473111
901	1.51638637
902	1.516313394
903	1.516214316
904	1.516002041
905	1.515766713
906	1.515522756
907	1.515327443
908	1.515134861
909	1.515053228
910	1.514968046
911	1.514871834
912	1.514553292
913	1.514483641
914	1.514370066
915	1.51428524
916	1.514158714
917	1.514068558
918	1.513934002
919	1.513851253
920	1.513740783
921	1.513645281
922	1.513573158
923	1.513482046
924	1.513389944
925	1.513297179
926	1.513067411
927	1.512976992
928	1.512868824
929	1.512745072
930	1.512654239
931	1.512574707
932	1.512352126
933	1.51224319
934	1.512152524
935	1.511970059
936	1.511798752
937	1.511615981
938	1.511449699
939	1.511329843
940	1.511250241
941	1.51117182
942	1.511007923
943	1.510847299
944	1.51066494
945	1.510366312
946	1.510278167
947	1.510196206
948	1.510095542
949	1.509879377
950	1.509808128
951	1.509652645
952	1.509475476
953	1.509378189
954	1.509267326
955	1.509063561
956	1.508941276
957	1.508775621
958	1.508674665
959	1.508506806
960	1.508431867
961	1.508317967
962	1.508163649
963	1.508001865
964	1.507714119
965	1.507552748
966	1.507469055
967	1.507380411
968	1.507289717
969	1.507223886
970	1.507108312
971	1.507011994
972	1.5069255
973	1.506836429
974	1.506379308
975	1.506297728
976	1.506212909
977	1.506104057
978	1.505830672
979	1.505737507
980	1.505293394
981	1.504861968
982	1.504495511
983	1.504408807
984	1.504315488
985	1.504240142
986	1.504156397
987	1.503995173
988	1.503575872
989	1.503354802
990	1.503270214
991	1.502919908
992	1.502846079
993	1.502440155
994	1.502360546
995	1.502283777
996	1.502066621
997	1.502001819
998	1.501902592
999	1.501743444
1000	1.501403376
1001	1.50133093
1002	1.501182186
1003	1.501030909
1004	1.500885315
1005	1.500673256
1006	1.500519212
1007	1.500292987
1008	1.500146658
1009	1.500083165
1010	1.499876495
1011	1.499798738
1012	1.499652759
1013	1.499436946
1014	1.499337482
1015	1.499255453
1016	1.499173817
1017	1.499103319
1018	1.498906928
1019	1.498691936
1020	1.498613123
1021	1.498295438
1022	1.498151103
1023	1.498076642
1024	1.497982132
1025	1.497669425
1026	1.497601113
1027	1.497398815
1028	1.497319203
1029	1.497253531
1030	1.497062343
1031	1.496931705
1032	1.496861898
1033	1.496719817
1034	1.496505309
1035	1.496445382
1036	1.4963315
1037	1.496247645
1038	1.49616126
1039	1.496087098
1040	1.495947535
1041	1.495807029
1042	1.495507097
1043	1.495442476
1044	1.495366948
1045	1.495229513
1046	1.49504711
1047	1.49486003
1048	1.494769308
1049	1.494689157
1050	1.494621773
1051	1.494531103
1052	1.494334311
1053	1.494267909
1054	1.494157521
1055	1.493871634
1056	1.49369266
1057	1.493502946
1058	1.493425923
1059	1.493303222
1060	1.493238972
1061	1.493059057
1062	1.492924206
1063	1.492840625
1064	1.492768363
1065	1.492694632
1066	1.492415858
1067	1.492353102
1068	1.492289011
1069	1.492229514
1070	1.492045279
1071	1.49196858
1072	1.491898008
1073	1.491843694
1074	1.491781646
1075	1.491718997
1076	1.491566494
1077	1.491483238
1078	1.491419442
1079	1.491301577
1080	1.491216906
1081	1.491184703
1082	1.491124495
1083	1.490946058
1084	1.490823821
1085	1.490753795
1086	1.490581784
1087	1.490446442
1088	1.490282067
1089	1.490223958
1090	1.490142094
1091	1.490109134
1092	1.489993567
1093	1.48994212
1094	1.489814194
1095	1.489738915
1096	1.489582205
1097	1.489448174
1098	1.489332089
1099	1.489255717
1100	1.489186953
1101	1.489058295
1102	1.488997133
1103	1.488825119
1104	1.488701639
1105	1.488539743
1106	1.488420782
1107	1.488361798
1108	1.488295665
1109	1.488145083
1110	1.488029163
1111	1.48794925
1112	1.487838527
1113	1.487695919
1114	1.487581301
1115	1.487443079
1116	1.487371022
1117	1.487312933
1118	1.487198687
1119	1.487041776
1120	1.486969298
1121	1.486807482
1122	1.486729375
1123	1.486670526
1124	1.486418648
1125	1.486380054
1126	1.486236302
1127	1.486170876
1128	1.48605681
1129	1.485945411
1130	1.485834539
1131	1.485761869
1132	1.485704453
1133	1.485631642
1134	1.485477645
1135	1.485369348
1136	1.485229849
1137	1.485159894
1138	1.485049432
1139	1.484990449
1140	1.484834711
1141	1.484778598
1142	1.484643933
1143	1.48456886
1144	1.484492043
1145	1.484388698
1146	1.484256073
1147	1.484186809
1148	1.484117073
1149	1.484087999
1150	1.484017722
1151	1.483881915
1152	1.483772899
1153	1.483527299
1154	1.48348501
1155	1.483357533
1156	1.483251026
1157	1.483193244
1158	1.483120378
1159	1.483017406
1160	1.48288352
1161	1.482813186
1162	1.482643941
1163	1.48259063
1164	1.482527055
1165	1.482401105
1166	1.482253077
1167	1.482184524
1168	1.482129452
1169	1.482045665
1170	1.481976902
1171	1.481848087
1172	1.481774081
1173	1.481745027
1174	1.481623641
1175	1.481557408
1176	1.481453858
1177	1.481387886
1178	1.481270565
1179	1.481206733
1180	1.481074897
1181	1.480975476
1182	1.480850939
1183	1.480720347
1184	1.480575777
1185	1.48050849
1186	1.480354564
1187	1.480252811
1188	1.480177919
1189	1.480107859
1190	1.479996281
1191	1.479939246
1192	1.479872131
1193	1.479745284
1194	1.4796492
1195	1.479523476
1196	1.479458963
1197	1.479391558
1198	1.47931642
1199	1.479251562
1200	1.47918724
1201	1.479059056
1202	1.478993784
1203	1.478925416
1204	1.478806689
1205	1.478744633
1206	1.478652115
1207	1.478585346
1208	1.478514269
1209	1.47839672
1210	1.478274723
1211	1.478204169
1212	1.478082022
1213	1.478025384
1214	1.477876379
1215	1.477805269
1216	1.477740748
1217	1.477678311
1218	1.477622599
1219	1.477502624
1220	1.477275432
1221	1.477154082
1222	1.477044031
1223	1.476924816
1224	1.476812055
1225	1.476677135
1226	1.476583612
1227	1.476519375
1228	1.476403148
1229	1.476376346
1230	1.476309474
1231	1.476265362
1232	1.476200101
1233	1.476135577
1234	1.476066943
1235	1.47599945
1236	1.475936467
1237	1.475869036
1238	1.475783883
1239	1.475694009
1240	1.475580346
1241	1.475531361
1242	1.475471121
1243	1.475354003
1244	1.475265181
1245	1.475207087
1246	1.475121425
1247	1.475032993
1248	1.474973205
1249	1.47475641
1250	1.47465899
1251	1.474599321
1252	1.474536953
1253	1.474481123
1254	1.474375795
1255	1.47423566
1256	1.474152707
1257	1.474083912
1258	1.474026851
1259	1.473970934
1260	1.473912721
1261	1.473835078
1262	1.473783269
1263	1.47372289
1264	1.473623378
1265	1.473559754
1266	1.473444981
1267	1.47338803
1268	1.473251311
1269	1.473142521
1270	1.473098381
1271	1.472984855
1272	1.472865852
1273	1.472806785
1274	1.472738603
1275	1.472670013
1276	1.472606617
1277	1.472568471
1278	1.472515875
1279	1.472418306
1280	1.472338829
1281	1.472280349
1282	1.472223421
1283	1.472159128
1284	1.471951172
1285	1.471849378
1286	1.471789596
1287	1.471737715
1288	1.471662322
1289	1.47155186
1290	1.47149693
1291	1.47144389
1292	1.471391997
1293	1.471325033
1294	1.471230426
1295	1.471129732
1296	1.471036329
1297	1.470988004
1298	1.470934946
1299	1.470841261
1300	1.470763185
1301	1.470696733
1302	1.470587822
1303	1.470495467
1304	1.470412572
1305	1.470365782
1306	1.470263337
1307	1.470222155
1308	1.470166634
1309	1.470079934
1310	1.469973073
1311	1.46992336
1312	1.469857682
1313	1.469811076
1314	1.469693507
1315	1.469649603
1316	1.469611041
1317	1.469565511
1318	1.469500628
1319	1.469409491
1320	1.469357729
1321	1.469294191
1322	1.469239515
1323	1.469151406
1324	1.469052396
1325	1.469015917
1326	1.468979302
1327	1.468928066
1328	1.468881499
1329	1.468817196
1330	1.46861276
1331	1.468563814
1332	1.468474107
1333	1.468359749
1334	1.468323863
1335	1.468226219
1336	1.468122474
1337	1.468074797
1338	1.46802651
1339	1.467935687
1340	1.467785049
1341	1.467753212
1342	1.467655056
1343	1.467609939
1344	1.467572069
1345	1.467523901
1346	1.467491381
1347	1.467455947
1348	1.467383248
1349	1.467259318
1350	1.467195486
1351	1.46712196
1352	1.4670077
1353	1.466958903
1354	1.466913629
1355	1.466769054
1356	1.466576129
1357	1.466454029
1358	1.466390569
1359	1.466363177
1360	1.466268047
1361	1.466152839
1362	1.466119882
1363	1.466069971
1364	1.466008867
1365	1.465945862
1366	1.46589296
1367	1.465790949
1368	1.46573058
1369	1.465629508
1370	1.465567911
1371	1.465450613
1372	1.465373336
1373	1.465296258
1374	1.465238787
1375	1.465178531
1376	1.465128519
1377	1.465044914
1378	1.464945491
1379	1.464832961
1380	1.464743095
1381	1.464653494
1382	1.464598712
1383	1.4645516
1384	1.464486496
1385	1.464405298
1386	1.464337675
1387	1.46424058
1388	1.464178518
1389	1.464095605
1390	1.464064436
1391	1.463939206
1392	1.463803982
1393	1.463757931
1394	1.463663515
1395	1.463483972
1396	1.463413521
1397	1.463346532
1398	1.463297884
1399	1.463217843
1400	1.463107152
1401	1.46299917
1402	1.462955948
1403	1.46291354
1404	1.462867461
1405	1.462793922
1406	1.462747295
1407	1.462560706
1408	1.462374841
1409	1.462305152
1410	1.462126938
1411	1.462082602
1412	1.461980325
1413	1.461893888
1414	1.461818599
1415	1.461785272
1416	1.461739022
1417	1.461693041
1418	1.461645495
1419	1.461601893
1420	1.461518834
1421	1.461415906
1422	1.461351138
1423	1.461256975
1424	1.461179408
1425	1.461135111
1426	1.461060668
1427	1.460995953
1428	1.460933276
1429	1.460876518
1430	1.460793214
1431	1.460747544
1432	1.460713648
1433	1.460669338
1434	1.460562197
1435	1.460520809
1436	1.460472408
1437	1.460432038
1438	1.460382
1439	1.460334071
1440	1.460261425
1441	1.460169507
1442	1.460098351
1443	1.459924226
1444	1.459877985
1445	1.459837667
1446	1.459732985
1447	1.459555819
1448	1.459453365
1449	1.459415216
1450	1.459329239
1451	1.459282025
1452	1.459210826
1453	1.459165516
1454	1.459110052
1455	1.459047907
1456	1.458960887
1457	1.458892466
1458	1.458807209
1459	1.458749073
1460	1.458672531
1461	1.458505939
1462	1.458435725
1463	1.458370279
1464	1.458337624
1465	1.458238629
1466	1.458180607
1467	1.458144606
1468	1.458083921
1469	1.458037143
1470	1.45795811
1471	1.457915488
1472	1.457845109
1473	1.4577943
1474	1.457694178
1475	1.457655641
1476	1.457565673
1477	1.457492275
1478	1.457438657
1479	1.457273766
1480	1.457199604
1481	1.457112678
1482	1.457046217
1483	1.456998929
1484	1.456932532
1485	1.456884421
1486	1.456847228
1487	1.45667408
1488	1.456601798
1489	1.45653156
1490	1.456465209
1491	1.456396057
1492	1.45634315
1493	1.456284779
1494	1.456244293
1495	1.456197389
1496	1.456145635
1497	1.456103165
1498	1.456028943
1499	1.455863277
1500	1.455766437
1501	1.455708111
1502	1.455642202
1503	1.455543024
1504	1.455480522
1505	1.455433047
1506	1.45533283
1507	1.455290679
1508	1.455226936
1509	1.455160322
1510	1.455123563
1511	1.455067534
1512	1.454990867
1513	1.454921098
1514	1.454886999
1515	1.454730293
1516	1.454633309
1517	1.454596742
1518	1.454526339
1519	1.454481771
1520	1.454407808
1521	1.454357631
1522	1.454255905
1523	1.454187194
1524	1.454102687
1525	1.454058243
1526	1.454011951
1527	1.453955538
1528	1.453884694
1529	1.453820685
1530	1.453724666
1531	1.453634044
1532	1.453541706
1533	1.453490952
1534	1.4534246
1535	1.453381298
1536	1.453319935
1537	1.453274236
1538	1.453228604
1539	1.453136925
1540	1.453090262
1541	1.45304654
1542	1.452997479
1543	1.452947185
1544	1.45290469
1545	1.452809227
1546	1.452756805
1547	1.452692746
1548	1.452630327
1549	1.452563456
1550	1.452508835
1551	1.452432444
1552	1.452395411
1553	1.452349751
1554	1.452286975
1555	1.452131426
1556	1.452064533
1557	1.451983462
1558	1.451818225
1559	1.451771452
1560	1.451702692
1561	1.45165749
1562	1.451614341
1563	1.451579958
1564	1.451525505
1565	1.451472147
1566	1.451440089
1567	1.451287738
1568	1.451220189
1569	1.451173054
1570	1.451095702
1571	1.451015125
1572	1.450942287
1573	1.450793927
1574	1.450751917
1575	1.450704013
1576	1.450614847
1577	1.450523551
1578	1.450463849
1579	1.450370213
1580	1.450319416
1581	1.450226251
1582	1.450165302
1583	1.450090708
1584	1.45003853
1585	1.449994305
1586	1.449908455
1587	1.4498597
1588	1.449789135
1589	1.449746137
1590	1.449693672
1591	1.449653826
1592	1.449593608
1593	1.449430225
1594	1.449375074
1595	1.449333641
1596	1.449292893
1597	1.449233826
1598	1.449169268
1599	1.449008308
1600	1.44897503
1601	1.448934614
1602	1.44889804
1603	1.448807871
1604	1.448747412
1605	1.448689902
1606	1.448597798
1607	1.448455788
1608	1.448393324
1609	1.448337241
1610	1.448266534
1611	1.448225137
1612	1.448136574
1613	1.448075401
1614	1.44803242
1615	1.447983326
1616	1.44794048
1617	1.447876002
1618	1.447839608
1619	1.447799229
1620	1.447732685
1621	1.447637292
1622	1.447597526
1623	1.4475478
1624	1.447506658
1625	1.447466545
1626	1.447403626
1627	1.447373059
1628	1.447342971
1629	1.447301136
1630	1.447158586
1631	1.447106235
1632	1.447051751
1633	1.446985722
1634	1.446939754
1635	1.4468988
1636	1.446852005
1637	1.44681318
1638	1.446748995
1639	1.446691612
1640	1.446644741
1641	1.446605291
1642	1.446565634
1643	1.446531063
1644	1.446480544
1645	1.446410021
1646	1.446334614
1647	1.446260234
1648	1.446199324
1649	1.446112837
1650	1.446065879
1651	1.446030608
1652	1.445970102
1653	1.445906567
1654	1.445849975
1655	1.445793519
1656	1.445762711
1657	1.445732109
1658	1.445680668
1659	1.445541191
1660	1.445455696
1661	1.445414013
1662	1.445345501
1663	1.445260132
1664	1.445193953
