iter	RMSE
7265	1.263421923
7266	1.263417477
7267	1.263393869
7268	1.263381199
7269	1.263364594
7270	1.263347595
7271	1.263339214
7272	1.263323828
7273	1.263299352
7274	1.263293214
7275	1.26327826
7276	1.263265393
7277	1.263240129
7278	1.263231196
7279	1.263215927
7280	1.263202665
7281	1.263192433
7282	1.263165003
7283	1.263139737
7284	1.26313407
7285	1.26310837
7286	1.263099909
7287	1.263091093
7288	1.263044611
7289	1.26303304
7290	1.263028199
7291	1.263002891
7292	1.262993365
7293	1.262976637
7294	1.262949478
7295	1.262941055
7296	1.262894962
7297	1.262874256
7298	1.262857802
7299	1.262847922
7300	1.262839183
7301	1.262793322
7302	1.262772418
7303	1.262763049
7304	1.262718327
7305	1.262699312
7306	1.262688997
7307	1.262678525
7308	1.262667501
7309	1.262659549
7310	1.262647816
7311	1.26263817
7312	1.262633288
7313	1.262620099
7314	1.262596397
7315	1.262574387
7316	1.262554898
7317	1.262530407
7318	1.262507412
7319	1.262480912
7320	1.262466383
7321	1.262461185
7322	1.262434093
7323	1.262416492
7324	1.262403654
7325	1.262372545
7326	1.262363488
7327	1.262343522
7328	1.262328912
7329	1.2623017
7330	1.262275668
7331	1.26226342
7332	1.262244792
7333	1.262232229
7334	1.262207929
7335	1.262187842
7336	1.262176775
7337	1.262163935
7338	1.262149047
7339	1.262134711
7340	1.262089415
7341	1.262081774
7342	1.262075865
7343	1.26206657
7344	1.262038131
7345	1.262032773
7346	1.262008273
7347	1.261999252
7348	1.261983968
7349	1.261975066
7350	1.261951982
7351	1.261938116
7352	1.261928977
7353	1.26191381
7354	1.261903134
7355	1.261884225
7356	1.261826747
7357	1.261770645
7358	1.261763042
7359	1.261745509
7360	1.261731641
7361	1.261718481
7362	1.261708316
7363	1.261698269
7364	1.261675732
7365	1.261632784
7366	1.261612373
7367	1.261591726
7368	1.261576595
7369	1.26156237
7370	1.261540145
7371	1.261531279
7372	1.261492464
7373	1.261476071
7374	1.261460702
7375	1.261449234
7376	1.261416919
7377	1.261407658
7378	1.261389371
7379	1.26136537
7380	1.26135138
7381	1.261309603
7382	1.261296006
7383	1.261281068
7384	1.261268298
7385	1.261249261
7386	1.261235466
7387	1.261204525
7388	1.261189744
7389	1.261162113
7390	1.261150406
7391	1.261138817
7392	1.261097427
7393	1.261056155
7394	1.26103538
7395	1.260992962
7396	1.260971595
7397	1.260952869
7398	1.260919279
7399	1.26091376
7400	1.260900355
7401	1.260887227
7402	1.260874689
7403	1.26086436
7404	1.260853596
7405	1.2608437
7406	1.260820122
7407	1.260796111
7408	1.260777737
7409	1.260764843
7410	1.260756721
7411	1.260746706
7412	1.260713978
7413	1.260703844
7414	1.260678923
7415	1.260666581
7416	1.260653844
7417	1.260642606
7418	1.260630026
7419	1.260619774
7420	1.260609954
7421	1.260572688
7422	1.260558215
7423	1.260546345
7424	1.260523196
7425	1.26050608
7426	1.260495274
7427	1.260482772
7428	1.260465025
7429	1.260450984
7430	1.26044637
7431	1.260433907
7432	1.260424914
7433	1.260419393
7434	1.260414384
7435	1.260378059
7436	1.260367409
7437	1.260350922
7438	1.260343468
7439	1.260333055
7440	1.260321419
7441	1.260313807
7442	1.260291363
7443	1.260280082
7444	1.260260714
7445	1.260250458
7446	1.260236968
7447	1.260225489
7448	1.260211722
7449	1.260201308
7450	1.26018829
7451	1.260178468
7452	1.260145331
7453	1.260125764
7454	1.260112194
7455	1.260092113
7456	1.260083829
7457	1.260074992
7458	1.260034948
7459	1.260018891
7460	1.260006108
7461	1.259989972
7462	1.259981213
7463	1.259968469
7464	1.259954068
7465	1.259946177
7466	1.259936668
7467	1.259925621
7468	1.259915915
7469	1.259908102
7470	1.259894766
7471	1.259887427
7472	1.259876103
7473	1.259863003
7474	1.25985665
7475	1.259837039
7476	1.259825912
7477	1.259806261
7478	1.259790162
7479	1.259779744
7480	1.259764118
7481	1.259750227
7482	1.259723117
7483	1.259701531
7484	1.259688429
7485	1.259677498
7486	1.259669211
7487	1.259647229
7488	1.259632864
7489	1.259610605
7490	1.259584637
7491	1.259573231
7492	1.259558273
7493	1.2595503
7494	1.259536368
7495	1.259521568
7496	1.259513042
7497	1.259507438
7498	1.259492084
7499	1.259483164
7500	1.259463035
7501	1.259435168
7502	1.259407854
7503	1.259396131
7504	1.259389381
7505	1.259380894
7506	1.259368105
7507	1.259363131
7508	1.259339605
7509	1.259324131
7510	1.259294998
7511	1.259282682
7512	1.25926172
7513	1.259257219
7514	1.259249127
7515	1.259231086
7516	1.259217663
7517	1.259208504
7518	1.259196897
7519	1.25918383
7520	1.259161958
7521	1.259146522
7522	1.25913219
7523	1.259109923
7524	1.259102816
7525	1.259093814
7526	1.259055279
7527	1.259042447
7528	1.259028904
7529	1.259014927
7530	1.259010544
7531	1.25899171
7532	1.25898176
7533	1.258960753
7534	1.258943498
7535	1.258934653
7536	1.258910092
7537	1.258890782
7538	1.258879765
7539	1.258862548
7540	1.258856071
7541	1.258836958
7542	1.258823848
7543	1.258805919
7544	1.258787871
7545	1.258779262
7546	1.258766427
7547	1.258753592
7548	1.258735939
7549	1.258716627
7550	1.258711611
7551	1.258695537
7552	1.258685189
7553	1.258663151
7554	1.25865225
7555	1.258639928
7556	1.258629066
7557	1.258615716
7558	1.258611766
7559	1.258607027
7560	1.258594743
7561	1.258589371
7562	1.258567608
7563	1.258532177
7564	1.258525305
7565	1.258512033
7566	1.25849955
7567	1.258486081
7568	1.258439864
7569	1.258426709
7570	1.258414305
7571	1.258395936
7572	1.25837812
7573	1.25836773
7574	1.258356076
7575	1.2583494
7576	1.258337548
7577	1.258326684
7578	1.258307366
7579	1.25829097
7580	1.258283266
7581	1.258276036
7582	1.258256757
7583	1.258248104
7584	1.258242059
7585	1.25822274
7586	1.258212033
7587	1.258203538
7588	1.258193858
7589	1.25818967
7590	1.258180701
7591	1.258165766
7592	1.25815415
7593	1.258141546
7594	1.25812657
7595	1.258117404
7596	1.258110252
7597	1.258099899
7598	1.258088401
7599	1.258080775
7600	1.258065681
7601	1.258042367
7602	1.258035373
7603	1.258016722
7604	1.258003484
7605	1.257995343
7606	1.257984279
7607	1.257974992
7608	1.257963058
7609	1.257947962
7610	1.257936423
7611	1.257920971
7612	1.25790876
7613	1.257894217
7614	1.257883191
7615	1.257877421
7616	1.257872837
7617	1.257859992
7618	1.257822882
7619	1.257802607
7620	1.257794149
7621	1.257781384
7622	1.257757907
7623	1.257738737
7624	1.257730161
7625	1.257715971
7626	1.257700003
7627	1.257680635
7628	1.257668224
7629	1.257650595
7630	1.257629448
7631	1.257563316
7632	1.257551101
7633	1.25752762
7634	1.257503466
7635	1.257441044
7636	1.25743543
7637	1.257427009
7638	1.25741163
7639	1.257395381
7640	1.257350112
7641	1.25734351
7642	1.257326114
7643	1.257311168
7644	1.257298318
7645	1.257290806
7646	1.257277363
7647	1.257259412
7648	1.257248262
7649	1.257241263
7650	1.257221809
7651	1.257213743
7652	1.257202632
7653	1.257182901
7654	1.257167993
7655	1.257158464
7656	1.257132128
7657	1.257124219
7658	1.257065179
7659	1.257042756
7660	1.25702939
7661	1.257017209
7662	1.256998266
7663	1.256985729
7664	1.256970503
7665	1.256963029
7666	1.256944796
7667	1.256932734
7668	1.256918377
7669	1.256906828
7670	1.256894963
7671	1.256883928
7672	1.25685027
7673	1.256838523
7674	1.256819933
7675	1.256813248
7676	1.256805852
7677	1.25679272
7678	1.25678026
7679	1.256773892
7680	1.256755499
7681	1.256745808
7682	1.256737501
7683	1.25672425
7684	1.256714479
7685	1.256700476
7686	1.256669384
7687	1.256644581
7688	1.256633267
7689	1.256590384
7690	1.256567043
7691	1.25654924
7692	1.256526215
7693	1.256513871
7694	1.256509124
7695	1.25649496
7696	1.256487957
7697	1.256478145
7698	1.256463784
7699	1.256423981
7700	1.256389558
7701	1.256377174
7702	1.256364631
7703	1.256327951
7704	1.256316674
7705	1.256300094
7706	1.256286166
7707	1.256257794
7708	1.256233813
7709	1.25622483
7710	1.256216204
7711	1.256197407
7712	1.256192618
7713	1.256178649
7714	1.256160762
7715	1.256154153
7716	1.256131002
7717	1.256120277
7718	1.256097679
7719	1.256056836
7720	1.256042944
7721	1.256012706
7722	1.255999724
7723	1.255987336
7724	1.25596149
7725	1.255945618
7726	1.255935644
7727	1.255912608
7728	1.255898833
7729	1.255880942
7730	1.255843456
7731	1.25583166
7732	1.255814955
7733	1.25579924
7734	1.255787404
7735	1.255781941
7736	1.255765394
7737	1.255740573
7738	1.255725569
7739	1.255716701
7740	1.255694017
7741	1.255682853
7742	1.255676994
7743	1.255664919
7744	1.255656447
7745	1.255597179
7746	1.255585222
7747	1.255575285
7748	1.25555434
7749	1.255542858
7750	1.255526823
7751	1.255519023
7752	1.255479428
7753	1.25546644
7754	1.255450641
7755	1.255441732
7756	1.255427715
7757	1.255414727
7758	1.255402333
7759	1.255393463
7760	1.255388592
7761	1.255380237
7762	1.255358972
7763	1.255354695
7764	1.25534432
7765	1.25532749
7766	1.255320362
7767	1.255311016
7768	1.255279256
7769	1.255260603
7770	1.255253514
7771	1.255242426
7772	1.255237158
7773	1.255225673
7774	1.255213159
7775	1.255204763
7776	1.255197317
7777	1.255185436
7778	1.255178109
7779	1.255169079
7780	1.255160762
7781	1.255138622
7782	1.255126581
7783	1.255119571
7784	1.25509751
7785	1.255076161
7786	1.255067487
7787	1.255056634
7788	1.255042454
7789	1.255033581
7790	1.255008112
7791	1.254996506
7792	1.254988465
7793	1.254981296
7794	1.254964738
7795	1.254956697
7796	1.254948497
7797	1.25493903
7798	1.254927423
7799	1.254920451
7800	1.254913162
7801	1.254900209
7802	1.254888958
7803	1.254882303
7804	1.254872281
7805	1.254853147
7806	1.254839836
7807	1.2548291
7808	1.254817849
7809	1.254798437
7810	1.254792019
7811	1.254760324
7812	1.254754302
7813	1.254748756
7814	1.2547379
7815	1.254729422
7816	1.25470561
7817	1.254667852
7818	1.254644317
7819	1.254635481
7820	1.25462407
7821	1.254610638
7822	1.254588607
7823	1.254567488
7824	1.25456091
7825	1.25455461
7826	1.25453765
7827	1.254529566
7828	1.254516292
7829	1.254492239
7830	1.254478409
7831	1.254473257
7832	1.254462241
7833	1.254450392
7834	1.254444131
7835	1.254427685
7836	1.254419878
7837	1.254377593
7838	1.254365664
7839	1.254353141
7840	1.254340221
7841	1.254325439
7842	1.254321277
7843	1.254308872
7844	1.254294367
7845	1.254285885
7846	1.254276453
7847	1.254262026
7848	1.254255328
7849	1.254241456
7850	1.254230754
7851	1.25420951
7852	1.254198649
7853	1.254161589
7854	1.254151521
7855	1.254139868
7856	1.254135191
7857	1.25413087
7858	1.254118661
7859	1.254110139
7860	1.254101656
7861	1.254061264
7862	1.254050719
7863	1.254043425
7864	1.254036726
7865	1.254026142
7866	1.254013298
7867	1.253993318
7868	1.25398761
7869	1.253970563
7870	1.25395978
7871	1.253949909
7872	1.253936351
7873	1.253913198
7874	1.253898291
7875	1.253876764
7876	1.253860152
7877	1.253846196
7878	1.253827007
7879	1.253812971
7880	1.253793108
7881	1.253776931
7882	1.253755203
7883	1.253748978
7884	1.253736012
7885	1.253723522
7886	1.253698581
7887	1.25367253
7888	1.253657303
7889	1.253649333
7890	1.253627008
7891	1.253603374
7892	1.253596037
7893	1.253582118
7894	1.253571054
7895	1.253555192
7896	1.25353925
7897	1.253522277
7898	1.253514901
7899	1.25350106
7900	1.253480081
7901	1.25346965
7902	1.253437883
7903	1.25343122
7904	1.253420393
7905	1.253387395
7906	1.25337272
7907	1.253357846
7908	1.253342576
7909	1.253318858
7910	1.253309973
7911	1.253270665
7912	1.253248849
7913	1.253218147
7914	1.253205216
7915	1.253183716
7916	1.253172331
7917	1.253163445
7918	1.253142341
7919	1.25312207
7920	1.253112708
7921	1.253094578
7922	1.25305689
7923	1.253043838
7924	1.253027929
7925	1.25299262
7926	1.252986193
7927	1.252978654
7928	1.252968418
7929	1.252961674
7930	1.25295231
7931	1.252945169
7932	1.252932115
7933	1.25292299
7934	1.252914301
7935	1.252904619
7936	1.252896843
7937	1.252886725
7938	1.252851094
7939	1.252843952
7940	1.252826057
7941	1.252816652
7942	1.252796376
7943	1.252787091
7944	1.252779789
7945	1.252766536
7946	1.252743163
7947	1.252723798
7948	1.252716259
7949	1.252710029
7950	1.252700187
7951	1.252694433
7952	1.252672369
7953	1.25266217
7954	1.252654431
7955	1.252627207
7956	1.252620103
7957	1.252611412
7958	1.252593275
7959	1.25255585
7960	1.252548587
7961	1.252537157
7962	1.252514058
7963	1.25250354
7964	1.252493142
7965	1.252487783
7966	1.25246893
7967	1.252446227
7968	1.252437138
7969	1.252429795
7970	1.252413164
7971	1.252397564
7972	1.252382799
7973	1.252366802
7974	1.252357553
7975	1.25233068
7976	1.252324368
7977	1.252315516
7978	1.252302059
7979	1.252285665
7980	1.25227848
7981	1.252266809
7982	1.252262839
7983	1.252256329
7984	1.25223509
7985	1.252224332
7986	1.252193724
7987	1.252189437
7988	1.252179353
7989	1.252168277
7990	1.252157319
7991	1.252138739
7992	1.252128258
7993	1.252110154
7994	1.252103722
7995	1.252084586
7996	1.252065449
7997	1.252059017
7998	1.25204516
7999	1.252036981
8000	1.252016851
8001	1.25200891
8002	1.25200208
8003	1.251992233
8004	1.251977899
8005	1.251970713
8006	1.251951931
8007	1.25194121
8008	1.251932435
8009	1.251920642
8010	1.251903448
8011	1.251879742
8012	1.251863699
8013	1.25185115
8014	1.251845075
8015	1.251835425
8016	1.251826014
8017	1.251820494
8018	1.251812154
8019	1.251803815
8020	1.251791306
8021	1.251784872
8022	1.251755207
8023	1.251745159
8024	1.251734397
8025	1.251730227
8026	1.251724905
8027	1.251709734
8028	1.251697541
8029	1.251683562
8030	1.25165445
8031	1.251633439
8032	1.251617354
8033	1.251610165
8034	1.251600315
8035	1.251586294
8036	1.251575967
8037	1.251569453
8038	1.251559444
8039	1.251549554
8040	1.251541848
8041	1.251518334
8042	1.251507609
8043	1.251494541
8044	1.251484531
8045	1.251465424
8046	1.251447628
8047	1.251437737
8048	1.251434162
8049	1.251414062
8050	1.251408262
8051	1.251379303
8052	1.251372351
8053	1.251344066
8054	1.251320865
8055	1.251308113
8056	1.251293215
8057	1.251277205
8058	1.251271603
8059	1.251265961
8060	1.25125146
8061	1.251228139
8062	1.251207201
8063	1.251202711
8064	1.251166476
8065	1.251160755
8066	1.251143471
8067	1.251134968
8068	1.251130439
8069	1.251122571
8070	1.251092215
8071	1.251061102
8072	1.251051725
8073	1.251028718
8074	1.251016598
8075	1.251009405
8076	1.250993352
8077	1.250978887
8078	1.250964979
8079	1.250949043
8080	1.250927107
8081	1.250916179
8082	1.250910854
8083	1.250905131
8084	1.250893805
8085	1.250863085
8086	1.250847029
8087	1.250820481
8088	1.250809115
8089	1.250798463
8090	1.250782685
8091	1.250775014
8092	1.250763767
8093	1.250748226
8094	1.250739999
8095	1.250729069
8096	1.250712415
8097	1.250696636
8098	1.250676206
8099	1.250650846
8100	1.250641625
8101	1.250611336
8102	1.250603227
8103	1.25058685
8104	1.250578105
8105	1.250567491
8106	1.250562204
8107	1.250547417
8108	1.250531158
8109	1.250513747
8110	1.25049876
8111	1.250488185
8112	1.250458568
8113	1.250447715
8114	1.250436027
8115	1.250415474
8116	1.250410544
8117	1.250399015
8118	1.250383947
8119	1.250371821
8120	1.250360927
8121	1.250343792
8122	1.250334449
8123	1.25031779
8124	1.250307731
8125	1.250300097
8126	1.250289719
8127	1.250283954
8128	1.250274292
8129	1.250267096
8130	1.250253577
8131	1.25023139
8132	1.250223319
8133	1.250205783
8134	1.250191747
8135	1.250149796
8136	1.250134328
8137	1.250119535
8138	1.250062192
8139	1.25000608
8140	1.249989695
8141	1.249967106
8142	1.249954459
8143	1.249939783
8144	1.249930556
8145	1.24991242
8146	1.249903631
8147	1.249887046
8148	1.249852801
8149	1.249848187
8150	1.249822533
8151	1.249800219
8152	1.249653796
8153	1.249614493
8154	1.249599018
8155	1.249590346
8156	1.24958032
8157	1.249569499
8158	1.24956202
8159	1.249541174
8160	1.249530193
8161	1.249521719
8162	1.249511216
8163	1.249500554
8164	1.249494188
8165	1.249478791
8166	1.249469442
8167	1.249462519
8168	1.249448434
8169	1.249440119
8170	1.249406777
8171	1.249395119
8172	1.249380079
8173	1.249370729
8174	1.249337624
8175	1.249327716
8176	1.249312993
8177	1.249300817
8178	1.249288919
8179	1.249268705
8180	1.249255812
8181	1.2492428
8182	1.249232891
8183	1.249226922
8184	1.249222943
8185	1.249208935
8186	1.249167588
8187	1.249146099
8188	1.249136269
8189	1.249130339
8190	1.249119912
8191	1.249107217
8192	1.249084174
8193	1.249046564
8194	1.249039121
8195	1.249030007
8196	1.249016754
8197	1.248994585
8198	1.248987858
8199	1.24897138
8200	1.248916413
8201	1.24890288
8202	1.24888457
8203	1.248857542
8204	1.248838355
8205	1.248820761
8206	1.248812959
8207	1.248801813
8208	1.248791065
8209	1.248768733
8210	1.248759696
8211	1.248755237
8212	1.2487339
8213	1.248726615
8214	1.24871296
8215	1.248572661
8216	1.248554067
8217	1.248526316
8218	1.248516242
8219	1.248503342
8220	1.248478775
8221	1.248461892
8222	1.248453052
8223	1.248443496
8224	1.248421994
8225	1.248415145
8226	1.248406623
8227	1.248375205
8228	1.248369271
8229	1.248346852
8230	1.248338689
8231	1.248325826
8232	1.248305516
8233	1.248298428
8234	1.248290025
8235	1.248278197
8236	1.248272423
8237	1.248264657
8238	1.24824813
8239	1.24824136
8240	1.248232319
8241	1.248214597
8242	1.248200618
8243	1.24818855
8244	1.24817704
8245	1.248167283
8246	1.248148006
8247	1.24812606
8248	1.248118493
8249	1.248110925
8250	1.248099335
8251	1.248085036
8252	1.248067869
8253	1.248061894
8254	1.248050981
8255	1.248027918
8256	1.248005134
8257	1.247985178
8258	1.247970917
8259	1.247956418
8260	1.247936262
8261	1.247931123
8262	1.247906425
8263	1.247881806
8264	1.247860573
8265	1.247720656
8266	1.247706752
8267	1.247699062
8268	1.247683205
8269	1.247671969
8270	1.247662327
8271	1.247654916
8272	1.247645512
8273	1.247628698
8274	1.247609413
8275	1.247600966
8276	1.247590088
8277	1.24755327
8278	1.247543228
8279	1.247533864
8280	1.247526054
8281	1.247508839
8282	1.247501029
8283	1.247482938
8284	1.247464607
8285	1.247451337
8286	1.247433962
8287	1.247423481
8288	1.247411525
8289	1.247402678
8290	1.247390444
8291	1.247382553
8292	1.247357167
8293	1.247340707
8294	1.247331142
8295	1.247321457
8296	1.247316715
8297	1.247307508
8298	1.247302766
8299	1.247272714
8300	1.247261754
8301	1.247251551
8302	1.247235369
8303	1.247224488
8304	1.247217034
8305	1.24720416
8306	1.247183274
8307	1.247177176
8308	1.247156568
8309	1.247142538
8310	1.247108138
8311	1.247081829
8312	1.247057951
8313	1.246921294
8314	1.246911048
8315	1.246903313
8316	1.246897293
8317	1.246888163
8318	1.24688015
8319	1.246868189
8320	1.246845902
8321	1.246827402
8322	1.246821781
8323	1.246814604
8324	1.246806749
8325	1.246799254
8326	1.246789605
8327	1.246758465
8328	1.246749414
8329	1.24673167
8330	1.246710497
8331	1.24669371
8332	1.246679395
8333	1.246644464
8334	1.246636568
8335	1.246606222
8336	1.246600759
8337	1.246590311
8338	1.246575317
8339	1.246566105
8340	1.246550233
8341	1.246539864
8342	1.246532367
8343	1.246520243
8344	1.246510712
8345	1.246497113
8346	1.246477531
8347	1.246457949
8348	1.246432943
8349	1.246426163
8350	1.246418186
8351	1.246409372
8352	1.246396569
8353	1.246388871
8354	1.246353214
8355	1.24632665
8356	1.246320867
8357	1.246290951
8358	1.246270249
8359	1.246265702
8360	1.246249787
8361	1.246242487
8362	1.246229363
8363	1.24620539
8364	1.246196015
8365	1.246185524
8366	1.246173477
8367	1.246166336
8368	1.246158797
8369	1.246149063
8370	1.246144117
8371	1.246138213
8372	1.24611699
8373	1.246091857
8374	1.246081245
8375	1.246063213
8376	1.246050726
8377	1.246041669
8378	1.246020086
8379	1.246009034
8380	1.246000257
8381	1.245969337
8382	1.245956769
8383	1.245925648
8384	1.245908012
8385	1.245887344
8386	1.245880521
8387	1.245867553
8388	1.245831762
8389	1.245822145
8390	1.245805386
8391	1.245781683
8392	1.245767597
8393	1.245757501
8394	1.245748363
8395	1.245736192
8396	1.24572011
8397	1.245702352
8398	1.245682279
8399	1.245658454
8400	1.245645364
8401	1.245636265
8402	1.24561659
8403	1.24560781
8404	1.245573687
8405	1.24555916
8406	1.245543195
8407	1.245526792
8408	1.24551414
8409	1.245502964
8410	1.245487119
8411	1.245463849
8412	1.245445608
8413	1.245433115
8414	1.245425012
8415	1.245412
8416	1.245400145
8417	1.245388649
8418	1.245328972
8419	1.2453152
8420	1.245303344
8421	1.245269892
8422	1.245259992
8423	1.245254403
8424	1.245244901
8425	1.245238155
8426	1.245225979
8427	1.245217635
8428	1.24518442
8429	1.24517384
8430	1.245148209
8431	1.245090318
8432	1.245066641
8433	1.245036656
8434	1.245026035
8435	1.245020365
8436	1.24499521
8437	1.244979279
8438	1.244959434
8439	1.244951448
8440	1.244942144
8441	1.244929925
8442	1.244905407
8443	1.244895783
8444	1.244884682
8445	1.244881208
8446	1.24486204
8447	1.24483804
8448	1.244817713
8449	1.244806731
8450	1.244785925
8451	1.244780494
8452	1.244744311
8453	1.244731052
8454	1.244700819
8455	1.244671264
8456	1.244651055
8457	1.244640151
8458	1.244622617
8459	1.244594778
8460	1.244590864
8461	1.244577643
8462	1.244561746
8463	1.244548844
8464	1.244531948
8465	1.244523679
8466	1.244515371
8467	1.244507182
8468	1.244500312
8469	1.244487609
8470	1.244477823
8471	1.244470113
8472	1.244451498
8473	1.244428928
8474	1.244420619
8475	1.244415067
8476	1.244393734
8477	1.244384506
8478	1.244370404
8479	1.244359938
8480	1.244338525
8481	1.244325341
8482	1.24429378
8483	1.244285909
8484	1.244275362
8485	1.244261578
8486	1.244254627
8487	1.244241482
8488	1.24423441
8489	1.244224502
8490	1.244210558
8491	1.244201089
8492	1.244181631
8493	1.244159495
8494	1.24414603
8495	1.244127291
8496	1.244117981
8497	1.24409992
8498	1.244090929
8499	1.244066155
8500	1.244049892
8501	1.24403175
8502	1.244022919
8503	1.244015127
8504	1.244002899
8505	1.243982678
8506	1.243974007
8507	1.243966733
8508	1.243951068
8509	1.243940678
8510	1.243936122
8511	1.243930008
8512	1.243874058
8513	1.243839128
8514	1.243828937
8515	1.243818625
8516	1.243804357
8517	1.243786771
8518	1.24377586
8519	1.243761312
8520	1.24375036
8521	1.243731655
8522	1.243719504
8523	1.243708272
8524	1.243698
8525	1.243687008
8526	1.243674497
8527	1.243661266
8528	1.243643599
8529	1.243623133
8530	1.243609901
8531	1.243589115
8532	1.243579361
8533	1.24356573
8534	1.243546662
8535	1.243522156
8536	1.243503128
8537	1.243490055
8538	1.243485857
8539	1.243477222
8540	1.24346411
8541	1.243452436
8542	1.243430567
8543	1.243413056
8544	1.243404061
8545	1.243392267
8546	1.243367678
8547	1.243312943
8548	1.243298709
8549	1.243280516
8550	1.243255846
8551	1.243203185
8552	1.243190509
8553	1.243175314
8554	1.243162198
8555	1.24315452
8556	1.243138725
8557	1.243133726
8558	1.24311769
8559	1.243109972
8560	1.243100095
8561	1.243093217
8562	1.243083299
8563	1.243049667
8564	1.243041588
8565	1.242987638
8566	1.242967681
8567	1.242915408
8568	1.242900929
8569	1.242850453
8570	1.242843533
8571	1.242810494
8572	1.242793815
8573	1.242777095
8574	1.242749454
8575	1.242740454
8576	1.242687891
8577	1.24267269
8578	1.242662449
8579	1.242652328
8580	1.242647047
8581	1.242635606
8582	1.242624764
8583	1.242614723
8584	1.242589959
8585	1.242579478
8586	1.242565115
8587	1.242550833
8588	1.242542551
8589	1.242519986
8590	1.242489619
8591	1.242485138
8592	1.242474856
8593	1.242454771
8594	1.242424402
8595	1.242409318
8596	1.242392032
8597	1.242374107
8598	1.24235566
8599	1.242343656
8600	1.242334733
8601	1.24232785
8602	1.242321208
8603	1.242313125
8604	1.242305802
8605	1.242278671
8606	1.242265786
8607	1.2422507
8608	1.242235893
8609	1.242222447
8610	1.242202758
8611	1.242188311
8612	1.242181308
8613	1.242175905
8614	1.242148491
8615	1.242118316
8616	1.242094302
8617	1.242085457
8618	1.242076212
8619	1.242048756
8620	1.242040711
8621	1.242030305
8622	1.242008572
8623	1.241998726
8624	1.241988279
8625	1.241980074
8626	1.241973069
8627	1.241953656
8628	1.241933763
8629	1.241926398
8630	1.241902781
8631	1.241892734
8632	1.241883687
8633	1.241874321
8634	1.241852304
8635	1.24184606
8636	1.24183377
8637	1.241814155
8638	1.241799383
8639	1.241786613
8640	1.241777286
8641	1.241764635
8642	1.241742857
8643	1.24173445
8644	1.241726884
8645	1.241715474
8646	1.241691053
8647	1.241681644
8648	1.241670875
8649	1.241662027
8650	1.241651337
8651	1.241594644
8652	1.241572423
8653	1.241564975
8654	1.241555366
8655	1.24154996
8656	1.241542193
8657	1.241522132
8658	1.241501591
8659	1.241480369
8660	1.241470479
8661	1.241436522
8662	1.241407691
8663	1.241396558
8664	1.241384705
8665	1.241373693
8666	1.24135363
8667	1.241342577
8668	1.241324356
8669	1.241301849
8670	1.241290235
8671	1.241274176
8672	1.241263803
8673	1.24124498
8674	1.241224074
8675	1.241193034
8676	1.241167601
8677	1.241155185
8678	1.241142088
8679	1.241125145
8680	1.241118456
8681	1.241110646
8682	1.241103637
8683	1.241092301
8684	1.241082528
8685	1.241056492
8686	1.241044074
8687	1.241032298
8688	1.241026329
8689	1.241019159
8690	1.241003857
8691	1.240994324
8692	1.240966243
8693	1.240959914
8694	1.240956669
8695	1.24094369
8696	1.240928748
8697	1.240921577
8698	1.240913645
8699	1.240901146
8700	1.240887004
8701	1.240878912
8702	1.240869257
8703	1.240863088
8704	1.240853994
8705	1.240821503
8706	1.240811767
8707	1.240798426
8708	1.240787368
8709	1.240760365
8710	1.240710242
8711	1.240690729
8712	1.240636316
8713	1.240608788
8714	1.240584786
8715	1.24057601
8716	1.240567515
8717	1.240551847
8718	1.240539184
8719	1.240526922
8720	1.240506605
8721	1.240496426
8722	1.240486648
8723	1.240463245
8724	1.240451623
8725	1.240439681
8726	1.240426936
8727	1.240415234
8728	1.240401528
8729	1.240385056
8730	1.240365098
8731	1.240355318
8732	1.240346902
8733	1.240316362
8734	1.240306783
8735	1.240297765
8736	1.240248465
8737	1.240235639
8738	1.240219686
8739	1.240207541
8740	1.240195596
8741	1.24018309
8742	1.240177197
8743	1.240166535
8744	1.240150581
8745	1.240142725
8746	1.240096064
8747	1.240083517
8748	1.240073856
8749	1.240061469
8750	1.240051086
8751	1.240037897
8752	1.240025229
8753	1.240012882
8754	1.239988828
8755	1.239964653
8756	1.239956875
8757	1.239945329
8758	1.239937672
8759	1.239930936
8760	1.239901428
8761	1.239882865
8762	1.239875407
8763	1.23986398
8764	1.239858768
8765	1.239843612
8766	1.239818633
8767	1.239796099
8768	1.239787558
8769	1.239779659
8770	1.239770477
8771	1.239759531
8772	1.239752554
8773	1.23974293
8774	1.239724004
8775	1.239713217
8776	1.23966634
8777	1.239620584
8778	1.239557181
8779	1.239545391
8780	1.239536688
8781	1.239521528
8782	1.239514991
8783	1.239504804
8784	1.239485593
8785	1.239435539
8786	1.239424309
8787	1.239396955
8788	1.23933699
8789	1.239310476
8790	1.239301651
8791	1.239290059
8792	1.239283199
8793	1.239268438
8794	1.239256283
8795	1.239249945
8796	1.239238513
8797	1.239228364
8798	1.239207744
8799	1.239194747
8800	1.239184718
8801	1.23917517
8802	1.239169554
8803	1.239156957
8804	1.239147931
8805	1.239125866
8806	1.239097984
8807	1.239081535
8808	1.239070221
8809	1.239060632
8810	1.239041856
8811	1.239032106
8812	1.23901357
8813	1.239010401
8814	1.238998284
8815	1.238982756
8816	1.238958522
8817	1.238951099
8818	1.238937016
